Unique ID, Nationality, DOB, Marital Status, Number of Children, Work Reason, Characteristics, Work Skill, Reason for Leaving ,Current Job, Previous Jobs, Start Date, Current Job Start Date, End Date
2304,German,1/4/1995,Other,3,BEHAVIOR,['Scar on face'],['Construction'],Time,Office_Worker,['Construction'; 'Shoe_Tester'],11/11/2010,5/26/2017,NA
2863,Ghanaian,17/4/1985,Other,0,DEBT,['Long legs'],['Mechanical'; 'Mathematics'],Voluntarily,Farmer,['Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Boulder_Reducer'; 'Shoe_Tester'; 'Boulder_Reducer'; 'Computer_Repair'],10/7/2010,3/11/2019,NA
547,English,5/6/1969,Single,6,CULTURE,['One arm'; 'Tattoo forearm'],['Electrical'; 'Strong'],Time,Office_Worker,['Construction'; 'Office_Worker'; 'Boulder_Reducer'],9/13/2016,8/3/2017,NA
5987,Italian,4/8/1975,Other,5,DEBT,['Scar on face'; 'Dark skin'],['Mechanical'; 'Mechanical'],Exhaustion,Construction,['Office_Worker'; 'Ditch_Digger'],11/13/2014,1/25/2019,NA
7407,American,17/11/1984,Other,3,PARENTS,['Scar on face'; 'Dark skin'],['Mechanical'],Voluntarily,Boulder_Reducer,['Computer_Repair'; 'Food_TesterCivilian_Guard'; 'Food_TesterCivilian_Guard'],3/16/2012,2/15/2018,NA
8285,American,23/8/1984,Other,3,PARENTS,['Tattoo forearm'],['Shoe-making'; 'Shoe-making'],Exhaustion,Farmer,['Computer_Repair'; 'Ditch_Digger'; 'Office_Worker'; 'Construction'; 'Office_Worker'],11/19/2016,2/18/2017,NA
7589,German,14/10/1979,Single,2,BEHAVIOR,['Tattoo back'; 'No teeth'],['Shoe-making'; 'Mechanical'],NA,NA,['Computer_Repair'; 'Boulder_Reducer'; 'Ditch_Digger'],10/13/2012,NA,4/1/2017
939,Russian,20/12/1985,Married,0,CULTURE,['Scar on face'; 'Tattoo back'],['Electrical'; 'Typing'],NA,NA,['Shoe_Tester'; 'Boulder_Reducer'],12/24/2010,NA,1/17/2018
5814,American,18/12/1995,Married,4,BEHAVIOR,['Scar on face'],['Electrical'],Time,Construction,['Farmer'; 'Ditch_Digger'; 'Shoe_Tester'; 'Construction'; 'Computer_Repair'],11/7/2010,2/21/2019,NA
4719,English,24/3/1975,Single,7,DEBT,['Scar arm'],['Mechanical'],Time,Computer_Repair,['Construction'; 'Construction'; 'Office_Worker'],10/26/2010,11/28/2019,NA
4821,Italian,6/4/1984,Single,6,BEHAVIOR,['Tattoo back'; 'Tattoo forearm'],['Mechanical'],Voluntarily,Office_Worker,['Boulder_Reducer'; 'Ditch_Digger'],6/26/2014,9/11/2018,NA
1597,Russian,3/12/1995,Other,0,DEBT,['Crafty'; 'One arm'],['Computer'; 'Construction'],NA,NA,['Construction'; 'Office_Worker'; 'Food_TesterCivilian_Guard'],10/24/2010,NA,9/5/2018
9805,English,27/10/1975,Other,0,BEHAVIOR,['Scar on face'; 'Crafty'],['Computer'; 'Computer'],Exhaustion,Food_TesterCivilian_Guard,['Construction'; 'Ditch_Digger'; 'Office_Worker'; 'Food_TesterCivilian_Guard'],11/2/2010,5/8/2018,NA
5155,German,20/11/1984,Other,7,PARENTS,['Scar on face'],['Electrical'],NA,NA,['Boulder_Reducer'; 'Computer_Repair'; 'Ditch_Digger'],1/13/2010,NA,4/26/2019
6133,Russian,15/3/1979,Other,5,PARENTS,['Crafty'],['Construction'; 'Mathematics'],Time,Construction,['Boulder_Reducer'; 'Computer_Repair'; 'Farmer'],4/4/2010,6/23/2019,NA
6456,Italian,5/1/1965,Married,6,PARENTS,['Scar arm'; 'Long legs'],['Electrical'],Voluntarily,Office_Worker,['Farmer'; 'Computer_Repair'],10/22/2012,5/28/2019,NA
4312,German,1/11/1965,Other,5,PARENTS,['Scar arm'; 'Tattoo forearm'],['Shoe-making'; 'Mechanical'],NA,NA,['Shoe_Tester'; 'Shoe_Tester'; 'Construction'],5/21/2010,NA,5/10/2017
6936,Italian,13/7/1984,Married,6,BEHAVIOR,['Scar on face'],['Computer'],Voluntarily,Computer_Repair,['Construction'; 'Farmer'; 'Office_Worker'; 'Farmer'],8/8/2010,11/25/2019,NA
1004,American,5/5/1969,Married,6,CULTURE,['Scar arm'; 'Scar arm'],['Mechanical'],Voluntarily,Boulder_Reducer,['Computer_Repair'; 'Computer_Repair'; 'Office_Worker'],1/27/2016,6/18/2019,NA
2107,English,1/1/1984,Single,6,DEBT,['No teeth'; 'Tattoo forearm'],['Construction'; 'Strong'],Time,Ditch_Digger,NA,11/8/2014,11/8/2014,NA
4712,German,9/6/1987,Single,3,CULTURE,['Scar on face'],['Mathematics'],Voluntarily,Computer_Repair,NA,10/27/2016,10/27/2016,NA
5381,Russian,2/4/1975,Single,7,PARENTS,['Long legs'],['Strong'; 'Construction'],Time,Computer_Repair,['Farmer'; 'Computer_Repair'; 'Computer_Repair'; 'Office_Worker'; 'Farmer'],3/27/2010,10/19/2017,NA
6226,Italian,12/8/1985,Single,1,PARENTS,['Scar arm'],['Mathematics'],Voluntarily,Computer_Repair,['Shoe_Tester'; 'Construction'; 'Farmer'; 'Office_Worker'; 'Shoe_Tester'; 'Computer_Repair'],5/28/2012,11/28/2017,NA
2634,Ghanaian,26/2/1985,Other,7,BEHAVIOR,['Crafty'],['Mathematics'],Exhaustion,Ditch_Digger,['Farmer'; 'Office_Worker'; 'Food_TesterCivilian_Guard'; 'Food_TesterCivilian_Guard'; 'Farmer'; 'Shoe_Tester'],9/22/2010,2/1/2017,NA
3044,Ghanaian,26/5/1987,Married,5,BEHAVIOR,['Crafty'],['Computer'],Exhaustion,Computer_Repair,['Construction'; 'Office_Worker'; 'Farmer'; 'Construction'; 'Ditch_Digger'],2/13/2014,11/26/2019,NA
4927,English,21/2/1969,Single,4,BEHAVIOR,['One arm'],['Typing'],Exhaustion,Farmer,['Shoe_Tester'; 'Office_Worker'; 'Boulder_Reducer'; 'Computer_Repair'; 'Farmer'],5/13/2010,10/27/2017,NA
3859,Russian,2/9/1995,Married,0,DEBT,['Scar on face'; 'Crafty'],['Mechanical'; 'Computer'],Voluntarily,Construction,['Ditch_Digger'; 'Boulder_Reducer'; 'Boulder_Reducer'; 'Construction'; 'Ditch_Digger'],7/28/2016,10/15/2019,NA
8993,American,6/2/1969,Married,0,BEHAVIOR,['Scar arm'],['Mathematics'; 'Typing'],Exhaustion,Construction,['Food_TesterCivilian_Guard'],7/3/2010,9/8/2019,NA
3454,American,15/5/1965,Single,4,DEBT,['Tattoo forearm'; 'No teeth'],['Computer'],Time,Computer_Repair,NA,8/7/2012,8/7/2012,NA
7191,Russian,4/7/1987,Single,4,DEBT,['No teeth'],['Electrical'],Voluntarily,Farmer,['Computer_Repair'; 'Computer_Repair'; 'Boulder_Reducer'; 'Construction'; 'Farmer'],5/1/2016,2/20/2019,NA
4066,Italian,22/11/1969,Single,7,PARENTS,['No teeth'; 'Low IQ'],['Shoe-making'],NA,NA,['Construction'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'],11/28/2012,NA,4/20/2017
9679,Russian,7/5/1995,Other,4,BEHAVIOR,['Long legs'],['Mechanical'; 'Computer'],NA,NA,['Office_Worker'; 'Construction'],5/19/2010,NA,2/27/2019
2946,Russian,27/11/1995,Married,5,CULTURE,['One arm'],['Typing'; 'Electrical'],Voluntarily,Shoe_Tester,['Farmer'; 'Ditch_Digger'; 'Computer_Repair'; 'Construction'; 'Ditch_Digger'],8/11/2014,2/15/2018,NA
8480,Ghanaian,28/5/1969,Single,7,PARENTS,['Low IQ'],['Mathematics'; 'Construction'],Voluntarily,Computer_Repair,['Farmer'; 'Food_TesterCivilian_Guard'; 'Construction'],3/13/2010,9/4/2019,NA
874,American,9/9/1965,Other,1,PARENTS,['No teeth'],['Strong'],Exhaustion,Computer_Repair,['Construction'; 'Boulder_Reducer'; 'Computer_Repair'],11/28/2014,8/15/2017,NA
5086,German,12/11/1985,Single,5,BEHAVIOR,['One arm'],['Mathematics'; 'Computer'],Exhaustion,Ditch_Digger,['Food_TesterCivilian_Guard'],6/24/2012,11/1/2018,NA
8709,Israeli,16/12/1995,Married,2,CULTURE,['One arm'; 'Tattoo back'],['Electrical'; 'Construction'],Time,Ditch_Digger,NA,9/25/2014,9/25/2014,NA
3338,German,26/7/1979,Single,2,CULTURE,['Low IQ'; 'No teeth'],['Shoe-making'],Exhaustion,Food_TesterCivilian_Guard,NA,2/14/2010,2/14/2010,NA
4904,English,27/6/1979,Other,7,CULTURE,['Tattoo forearm'; 'No teeth'],['Construction'; 'Shoe-making'],NA,NA,['Farmer'; 'Food_TesterCivilian_Guard'],3/23/2012,NA,5/13/2018
853,English,14/5/1984,Single,7,BEHAVIOR,['No teeth'; 'One arm'],['Mathematics'],Time,Office_Worker,['Shoe_Tester'; 'Construction'; 'Shoe_Tester'; 'Farmer'; 'Food_TesterCivilian_Guard'; 'Computer_Repair'],12/8/2010,6/21/2019,NA
9842,Russian,9/4/1987,Other,4,BEHAVIOR,['Tattoo forearm'; 'Low IQ'],['Mechanical'; 'Mathematics'],Exhaustion,Construction,['Boulder_Reducer'; 'Shoe_Tester'; 'Farmer'],2/28/2014,4/22/2017,NA
8460,English,16/2/1987,Married,5,DEBT,['Dark skin'; 'No teeth'],['Strong'; 'Mechanical'],Voluntarily,Construction,['Construction'; 'Shoe_Tester'; 'Boulder_Reducer'; 'Construction'; 'Farmer'; 'Computer_Repair'],8/14/2010,6/22/2017,NA
894,Russian,6/9/1984,Married,7,PARENTS,['Crafty'],['Computer'],Voluntarily,Computer_Repair,['Construction'; 'Shoe_Tester'; 'Construction'],2/22/2010,7/20/2017,NA
6533,Ghanaian,12/6/1985,Married,3,PARENTS,['Tattoo back'],['Shoe-making'; 'Typing'],Voluntarily,Farmer,NA,6/28/2010,6/28/2010,NA
8397,English,11/10/1995,Single,3,DEBT,['One arm'; 'One arm'],['Electrical'; 'Mechanical'],NA,NA,['Shoe_Tester'],7/4/2016,NA,4/12/2018
6429,Ghanaian,10/11/1995,Single,0,CULTURE,['Dark skin'; 'Low IQ'],['Electrical'; 'Shoe-making'],Voluntarily,Boulder_Reducer,['Boulder_Reducer'; 'Construction'; 'Construction'; 'Food_TesterCivilian_Guard'],12/5/2016,4/7/2017,NA
2147,Italian,17/6/1965,Married,6,CULTURE,['No teeth'],['Strong'],NA,NA,['Food_TesterCivilian_Guard'],4/20/2016,NA,10/5/2019
1937,English,8/6/1995,Married,6,DEBT,['No teeth'; 'Scar arm'],['Strong'; 'Mechanical'],Time,Shoe_Tester,['Office_Worker'; 'Office_Worker'; 'Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'; 'Boulder_Reducer'],1/3/2014,5/11/2017,NA
7788,Ghanaian,11/2/1975,Other,6,DEBT,['Tattoo forearm'; 'Tattoo forearm'],['Strong'],Time,Farmer,['Farmer'; 'Computer_Repair'; 'Food_TesterCivilian_Guard'],8/22/2014,9/25/2019,NA
6354,Italian,6/3/1965,Married,3,PARENTS,['Scar on face'],['Electrical'],Time,Computer_Repair,['Shoe_Tester'],9/22/2012,6/19/2017,NA
4603,English,12/5/1979,Married,0,DEBT,['Crafty'],['Strong'; 'Computer'],Exhaustion,Boulder_Reducer,['Boulder_Reducer'],9/18/2010,9/16/2017,NA
4984,German,25/5/1965,Single,6,DEBT,['No teeth'],['Computer'; 'Mechanical'],Voluntarily,Office_Worker,['Food_TesterCivilian_Guard'; 'Construction'; 'Construction'; 'Office_Worker'],3/1/2014,2/21/2018,NA
9541,Italian,6/6/1969,Single,1,BEHAVIOR,['Tattoo back'; 'Tattoo back'],['Mathematics'],Voluntarily,Farmer,['Food_TesterCivilian_Guard'; 'Ditch_Digger'],8/27/2016,12/4/2017,NA
3247,Italian,17/2/1975,Single,1,DEBT,['Low IQ'],['Shoe-making'],NA,NA,['Ditch_Digger'; 'Construction'],10/9/2012,NA,6/10/2018
5386,German,14/6/1975,Married,4,CULTURE,['Low IQ'; 'Tattoo forearm'],['Mathematics'],Voluntarily,Construction,['Construction'; 'Ditch_Digger'; 'Farmer'; 'Farmer'; 'Computer_Repair'],8/7/2016,5/23/2017,NA
2332,American,15/3/1965,Married,1,DEBT,['Dark skin'],['Electrical'; 'Strong'],Exhaustion,Office_Worker,['Food_TesterCivilian_Guard'; 'Boulder_Reducer'; 'Shoe_Tester'],8/25/2012,11/11/2017,NA
283,German,21/4/1969,Other,0,BEHAVIOR,['Low IQ'],['Typing'; 'Electrical'],NA,NA,['Boulder_Reducer'; 'Shoe_Tester'],8/28/2010,NA,3/9/2017
8217,American,21/12/1987,Other,5,DEBT,['Long legs'; 'One arm'],['Electrical'],NA,NA,['Food_TesterCivilian_Guard'; 'Ditch_Digger'; 'Ditch_Digger'],9/2/2012,NA,4/5/2018
2576,Russian,7/4/1984,Married,0,BEHAVIOR,['No teeth'; 'Long legs'],['Mechanical'],Exhaustion,Office_Worker,NA,8/4/2012,8/4/2012,NA
2172,Italian,10/7/1969,Single,2,BEHAVIOR,['Scar on face'; 'Crafty'],['Shoe-making'; 'Mathematics'],NA,NA,['Computer_Repair'; 'Shoe_Tester'],12/2/2012,NA,7/26/2018
5881,German,16/7/1995,Married,6,DEBT,['Scar on face'],['Typing'; 'Shoe-making'],NA,NA,['Food_TesterCivilian_Guard'],4/18/2012,NA,5/14/2019
8509,Italian,26/4/1985,Married,0,DEBT,['Tattoo back'; 'Crafty'],['Computer'; 'Strong'],Voluntarily,Construction,['Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Farmer'; 'Shoe_Tester'],5/2/2014,7/12/2019,NA
3721,German,20/11/1979,Other,6,DEBT,['Scar on face'],['Construction'; 'Construction'],Exhaustion,Food_TesterCivilian_Guard,['Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Office_Worker'],4/17/2012,1/7/2019,NA
6037,Ghanaian,20/2/1985,Other,7,CULTURE,['Dark skin'],['Typing'],Time,Construction,['Computer_Repair'; 'Farmer'; 'Computer_Repair'; 'Computer_Repair'; 'Computer_Repair'],2/7/2014,2/9/2018,NA
3256,German,15/4/1987,Other,1,PARENTS,['Scar on face'; 'Long legs'],['Mathematics'],Exhaustion,Computer_Repair,['Farmer'; 'Construction'; 'Shoe_Tester'],8/17/2012,8/21/2019,NA
5063,German,28/5/1969,Single,5,PARENTS,['Tattoo back'],['Typing'],Time,Boulder_Reducer,['Ditch_Digger'; 'Food_TesterCivilian_Guard'; 'Farmer'; 'Boulder_Reducer'],4/9/2016,3/25/2017,NA
2353,English,10/5/1984,Married,1,DEBT,['Scar arm'; 'Long legs'],['Typing'; 'Construction'],NA,NA,['Office_Worker'; 'Construction'],3/25/2014,NA,11/1/2019
3964,American,12/1/1995,Married,5,PARENTS,['Crafty'],['Electrical'; 'Construction'],NA,NA,['Food_TesterCivilian_Guard'; 'Office_Worker'],8/8/2014,NA,6/7/2017
8517,Russian,14/6/1979,Married,0,PARENTS,['No teeth'; 'Dark skin'],['Mechanical'; 'Typing'],Exhaustion,Shoe_Tester,['Ditch_Digger'; 'Office_Worker'; 'Construction'; 'Computer_Repair'],7/5/2014,4/17/2019,NA
9828,Italian,1/8/1987,Single,3,BEHAVIOR,['Tattoo forearm'; 'Tattoo back'],['Computer'; 'Typing'],Exhaustion,Shoe_Tester,NA,1/15/2010,1/15/2010,NA
1135,Italian,14/11/1975,Other,2,PARENTS,['Tattoo back'; 'Dark skin'],['Mechanical'; 'Mathematics'],Voluntarily,Boulder_Reducer,['Boulder_Reducer'; 'Boulder_Reducer'; 'Construction'; 'Computer_Repair'],6/26/2012,12/13/2019,NA
1318,American,12/5/1995,Other,0,CULTURE,['Crafty'],['Mathematics'],Voluntarily,Ditch_Digger,['Farmer'; 'Construction'; 'Computer_Repair'; 'Boulder_Reducer'; 'Construction'; 'Ditch_Digger'],12/15/2016,6/14/2019,NA
5816,English,23/3/1984,Married,0,CULTURE,['Scar arm'; 'One arm'],['Computer'],Time,Shoe_Tester,['Construction'; 'Ditch_Digger'; 'Boulder_Reducer'; 'Shoe_Tester'],4/4/2014,1/14/2019,NA
3236,Ghanaian,7/11/1965,Single,6,DEBT,['Crafty'],['Construction'],Time,Food_TesterCivilian_Guard,['Ditch_Digger'; 'Food_TesterCivilian_Guard'; 'Office_Worker'],4/26/2016,7/11/2017,NA
4997,American,16/9/1969,Single,5,CULTURE,['Scar arm'],['Construction'; 'Typing'],Voluntarily,Food_TesterCivilian_Guard,['Computer_Repair'],5/28/2010,8/25/2018,NA
9475,Russian,6/3/1979,Other,0,CULTURE,['Crafty'],['Electrical'],NA,NA,['Food_TesterCivilian_Guard'; 'Construction'],5/28/2016,NA,7/7/2018
7282,Russian,24/1/1979,Other,4,PARENTS,['No teeth'; 'Tattoo back'],['Strong'; 'Construction'],Exhaustion,Office_Worker,NA,4/19/2016,4/19/2016,NA
5721,Italian,15/10/1969,Other,7,PARENTS,['Tattoo back'; 'Crafty'],['Strong'],Time,Ditch_Digger,['Food_TesterCivilian_Guard'; 'Office_Worker'; 'Ditch_Digger'; 'Office_Worker'; 'Ditch_Digger'; 'Construction'],12/23/2014,10/3/2019,NA
2354,American,2/8/1979,Other,2,PARENTS,['Long legs'],['Computer'; 'Construction'],NA,NA,['Computer_Repair'; 'Shoe_Tester'],5/24/2016,NA,1/19/2018
8612,Russian,7/6/1984,Single,4,PARENTS,['Scar on face'; 'Tattoo back'],['Typing'; 'Typing'],NA,NA,['Office_Worker'; 'Office_Worker'],10/3/2010,NA,6/27/2018
5275,Italian,2/4/1995,Other,7,BEHAVIOR,['Long legs'; 'Scar on face'],['Typing'; 'Mathematics'],Exhaustion,Farmer,['Farmer'; 'Computer_Repair'],5/26/2010,11/14/2017,NA
4757,American,2/10/1987,Other,5,CULTURE,['Scar on face'],['Shoe-making'; 'Computer'],Voluntarily,Farmer,NA,2/12/2014,2/12/2014,NA
5659,English,20/3/1965,Single,0,BEHAVIOR,['Tattoo back'; 'Scar on face'],['Mathematics'],Voluntarily,Office_Worker,['Shoe_Tester'; 'Office_Worker'; 'Shoe_Tester'],7/14/2012,6/24/2019,NA
8064,Ghanaian,20/4/1969,Single,7,PARENTS,['Tattoo forearm'; 'Tattoo back'],['Mathematics'; 'Shoe-making'],NA,NA,['Office_Worker'; 'Construction'],8/9/2014,NA,3/21/2019
9837,English,16/10/1995,Single,5,CULTURE,['Low IQ'; 'Dark skin'],['Typing'; 'Typing'],Time,Boulder_Reducer,['Boulder_Reducer'; 'Ditch_Digger'],4/24/2010,8/18/2017,NA
5454,Ghanaian,22/7/1979,Single,2,CULTURE,['Scar on face'],['Shoe-making'; 'Construction'],Time,Farmer,NA,5/7/2016,5/7/2016,NA
1796,Russian,9/11/1985,Married,0,PARENTS,['No teeth'; 'Crafty'],['Strong'; 'Strong'],Exhaustion,Boulder_Reducer,NA,2/28/2014,2/28/2014,NA
7946,Italian,9/3/1965,Married,0,BEHAVIOR,['Scar arm'; 'Scar on face'],['Typing'; 'Computer'],Voluntarily,Construction,['Office_Worker'; 'Shoe_Tester'; 'Shoe_Tester'; 'Farmer'; 'Food_TesterCivilian_Guard'; 'Ditch_Digger'],6/19/2010,8/6/2018,NA
9743,American,18/4/1985,Single,0,BEHAVIOR,['Scar on face'; 'One arm'],['Mathematics'],Voluntarily,Food_TesterCivilian_Guard,['Office_Worker'; 'Boulder_Reducer'; 'Office_Worker'; 'Computer_Repair'; 'Farmer'],1/20/2012,8/24/2018,NA
7949,German,21/12/1995,Single,2,DEBT,['Tattoo back'; 'Tattoo back'],['Construction'],Time,Ditch_Digger,['Office_Worker'; 'Construction'],12/22/2014,12/21/2019,NA
7434,Russian,3/10/1979,Single,3,CULTURE,['Tattoo back'],['Strong'; 'Typing'],NA,NA,['Shoe_Tester'],2/2/2010,NA,1/8/2017
7292,Russian,28/4/1965,Other,0,CULTURE,['Scar arm'; 'One arm'],['Construction'; 'Strong'],Time,Construction,NA,9/20/2010,9/20/2010,NA
9942,English,27/9/1985,Single,4,DEBT,['Low IQ'; 'Tattoo back'],['Electrical'; 'Electrical'],Time,Farmer,['Farmer'; 'Construction'; 'Computer_Repair'; 'Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Farmer'],4/26/2014,4/21/2019,NA
5627,German,1/3/1965,Single,4,PARENTS,['Scar arm'; 'Scar arm'],['Shoe-making'; 'Shoe-making'],Exhaustion,Construction,['Shoe_Tester'; 'Farmer'; 'Construction'; 'Farmer'; 'Food_TesterCivilian_Guard'],4/3/2014,2/4/2018,NA
3572,American,4/7/1984,Single,3,BEHAVIOR,['Long legs'; 'Low IQ'],['Mathematics'],NA,NA,['Boulder_Reducer'],6/10/2010,NA,3/15/2018
2931,American,22/10/1984,Married,4,CULTURE,['Scar arm'],['Electrical'],Exhaustion,Farmer,['Computer_Repair'; 'Shoe_Tester'; 'Construction'],1/24/2014,4/20/2017,NA
4583,Israeli,11/5/1969,Single,4,DEBT,['Dark skin'; 'Tattoo back'],['Mechanical'],Voluntarily,Ditch_Digger,['Ditch_Digger'; 'Farmer'; 'Boulder_Reducer'],8/5/2010,7/26/2018,NA
5502,Ghanaian,19/1/1984,Other,5,PARENTS,['Scar on face'; 'Crafty'],['Typing'],Exhaustion,Farmer,['Construction'; 'Food_TesterCivilian_Guard'; 'Shoe_Tester'],9/5/2010,9/24/2019,NA
9029,German,2/9/1965,Single,7,BEHAVIOR,['Crafty'; 'Long legs'],['Computer'],Exhaustion,Food_TesterCivilian_Guard,['Shoe_Tester'; 'Farmer'; 'Shoe_Tester'; 'Office_Worker'; 'Shoe_Tester'],9/19/2014,12/5/2017,NA
184,Ghanaian,2/1/1965,Other,0,CULTURE,['Crafty'; 'Long legs'],['Shoe-making'; 'Strong'],NA,NA,['Computer_Repair'],6/7/2010,NA,12/1/2018
6943,Russian,6/3/1965,Married,5,DEBT,['No teeth'; 'Tattoo forearm'],['Electrical'],NA,NA,['Construction'; 'Food_TesterCivilian_Guard'; 'Boulder_Reducer'],12/28/2012,NA,2/24/2019
7679,German,13/11/1965,Other,6,CULTURE,['Crafty'; 'No teeth'],['Typing'; 'Mathematics'],Exhaustion,Construction,['Boulder_Reducer'],7/14/2012,10/19/2019,NA
6309,Russian,10/4/1969,Married,5,CULTURE,['No teeth'],['Construction'; 'Typing'],Exhaustion,Shoe_Tester,['Office_Worker'; 'Boulder_Reducer'],5/9/2014,10/10/2018,NA
2087,Ghanaian,16/5/1969,Married,6,BEHAVIOR,['Long legs'],['Mathematics'; 'Computer'],Exhaustion,Computer_Repair,['Shoe_Tester'; 'Food_TesterCivilian_Guard'],10/10/2016,3/5/2018,NA
5728,German,6/5/1965,Married,3,PARENTS,['Scar on face'; 'Dark skin'],['Electrical'],Exhaustion,Boulder_Reducer,['Food_TesterCivilian_Guard'; 'Boulder_Reducer'; 'Construction'; 'Food_TesterCivilian_Guard'; 'Ditch_Digger'],2/23/2016,12/14/2018,NA
2693,Russian,2/8/1984,Single,1,CULTURE,['Dark skin'],['Strong'; 'Mathematics'],Exhaustion,Ditch_Digger,['Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Boulder_Reducer'],5/8/2014,12/8/2017,NA
9450,Ghanaian,18/7/1965,Married,6,PARENTS,['Long legs'; 'No teeth'],['Mathematics'; 'Electrical'],NA,NA,['Farmer'; 'Computer_Repair'],8/16/2010,NA,5/13/2017
9041,American,28/11/1987,Married,3,DEBT,['Crafty'],['Construction'; 'Mechanical'],NA,NA,['Boulder_Reducer'; 'Office_Worker'],4/8/2016,NA,10/1/2018
5793,Russian,19/3/1984,Single,5,PARENTS,['Long legs'],['Mechanical'],Time,Shoe_Tester,['Ditch_Digger'; 'Computer_Repair'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'; 'Boulder_Reducer'; 'Shoe_Tester'],1/8/2012,10/16/2017,NA
172,Italian,2/6/1965,Single,5,CULTURE,['No teeth'],['Electrical'; 'Construction'],Time,Construction,['Ditch_Digger'; 'Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Construction'; 'Computer_Repair'; 'Ditch_Digger'],2/21/2010,1/4/2017,NA
4207,English,12/7/1987,Other,4,CULTURE,['Long legs'; 'Scar on face'],['Computer'],Time,Food_TesterCivilian_Guard,['Computer_Repair'],2/7/2016,3/25/2017,NA
9337,Ghanaian,2/11/1987,Other,6,CULTURE,['No teeth'; 'One arm'],['Typing'],NA,NA,['Boulder_Reducer'],2/3/2012,NA,5/2/2017
6186,English,12/12/1965,Other,7,PARENTS,['Low IQ'; 'Tattoo back'],['Electrical'],Time,Office_Worker,['Construction'; 'Boulder_Reducer'],11/11/2012,7/4/2019,NA
3414,Israeli,19/6/1995,Single,3,CULTURE,['No teeth'; 'Long legs'],['Mechanical'],Exhaustion,Shoe_Tester,['Construction'; 'Boulder_Reducer'; 'Construction'; 'Boulder_Reducer'; 'Ditch_Digger'],7/24/2014,11/16/2018,NA
867,Russian,23/2/1995,Other,3,DEBT,['Tattoo back'],['Mathematics'],Exhaustion,Farmer,['Shoe_Tester'; 'Ditch_Digger'; 'Office_Worker'],9/13/2010,2/17/2019,NA
1584,German,20/1/1975,Married,3,PARENTS,['Tattoo forearm'],['Strong'; 'Mechanical'],Voluntarily,Farmer,['Office_Worker'; 'Ditch_Digger'],12/10/2016,5/14/2019,NA
8801,German,18/1/1979,Other,3,CULTURE,['No teeth'; 'No teeth'],['Mechanical'; 'Computer'],Exhaustion,Office_Worker,['Office_Worker'],4/17/2012,6/14/2018,NA
5831,Italian,8/8/1984,Single,6,PARENTS,['Long legs'],['Computer'],Time,Boulder_Reducer,['Construction'],5/9/2014,6/8/2017,NA
6548,English,21/1/1984,Married,3,CULTURE,['Tattoo back'],['Shoe-making'],Voluntarily,Office_Worker,NA,6/6/2010,6/6/2010,NA
6469,Ghanaian,14/7/1979,Other,0,BEHAVIOR,['Long legs'],['Construction'; 'Electrical'],Exhaustion,Shoe_Tester,NA,9/3/2012,9/3/2012,NA
213,American,21/8/1969,Single,0,CULTURE,['Scar on face'; 'No teeth'],['Strong'],NA,NA,['Shoe_Tester'; 'Ditch_Digger'],3/15/2016,NA,9/25/2018
9552,German,12/3/1979,Other,2,CULTURE,['Low IQ'],['Typing'; 'Shoe-making'],Voluntarily,Shoe_Tester,NA,5/19/2010,5/19/2010,NA
7390,English,3/10/1979,Single,4,PARENTS,['Scar on face'; 'Dark skin'],['Mathematics'; 'Mechanical'],Exhaustion,Construction,['Ditch_Digger'; 'Boulder_Reducer'],2/25/2016,11/25/2018,NA
5093,American,28/5/1965,Other,7,CULTURE,['Crafty'],['Mathematics'; 'Strong'],Voluntarily,Office_Worker,NA,1/10/2014,1/10/2014,NA
5274,Russian,14/6/1985,Other,4,BEHAVIOR,['One arm'; 'Scar arm'],['Mechanical'],Exhaustion,Shoe_Tester,NA,7/7/2012,7/7/2012,NA
7622,Israeli,2/6/1979,Married,7,CULTURE,['One arm'; 'Tattoo back'],['Electrical'],NA,NA,['Office_Worker'; 'Construction'],11/27/2010,NA,12/15/2019
2222,American,27/9/1985,Married,7,DEBT,['Crafty'],['Mathematics'],Time,Construction,['Office_Worker'; 'Boulder_Reducer'; 'Construction'; 'Farmer'; 'Food_TesterCivilian_Guard'],4/28/2010,5/11/2017,NA
6485,German,27/12/1984,Other,2,CULTURE,['Scar on face'],['Mathematics'; 'Computer'],NA,NA,['Shoe_Tester'],12/8/2014,NA,1/2/2017
3593,English,12/7/1965,Married,1,DEBT,['No teeth'; 'No teeth'],['Computer'],Voluntarily,Boulder_Reducer,['Shoe_Tester'],5/4/2016,10/16/2019,NA
